Name,Id,Description,Level,Power,BaseIntensity,Variance,BaseMana,BaseRangeConstant,BaseRangeMod,Boost,BoostVariance,MaxBoost,Category,ComponentLoss,CritFrequency,CritMultiplier,DamageRatio,DamageType,Destination,DotDuration,Duration,ElementalModifier,GetDamagePerTick,GetNumTicks,IconID,IsBeneficial,IsFellowshipSpell,IsHarmful,IsImpenBaneType,IsNegativeRedirectable,IsOtherNegativeRedirectable,IsPortalSpell,IsProjectile,IsResistable,IsSelfTargeted,IsTracking,LossPercent,MinDamage,MaxDamage,DispelSchool,Number,NumberVariance,MinPower,MaxPower,PowerVariance,MetaSpellType,NonComponentTargetType,NotFound,NumProjectiles,NumProjectilesVariance,PortalLifetime,Position,PowerMod,Proportion,RecoveryAmount,RecoveryInterval,School,SlayerCreatureType,SlayerDamageBonus,Source,SourceLoss,SpellEconomyMod,SpreadAngle,StatModKey,StatModType,StatModVal,TargetEffect,FizzleEffect,CasterEffect,TransferCap,TransferFlags,UpdatesMaxVitals,UpdatesRunRate,VitalDamageType,Wcid,WeenieClassId
Impregnability Other III,252,Increases the target's Missile Defense skill by 20 points.,3,100,0,0,30,5,0.7,0,0,0,MissileDefenseRaising,0.1,0,1,1,Undef,Undef,0,1800,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],100,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",20,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Impregnability Other IV,253,Increases the target's Missile Defense skill by 25 points.,4,150,0,0,40,5,0.55,0,0,0,MissileDefenseRaising,0.15,0,1,1,Undef,Undef,0,1800,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],150,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",25,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Impregnability Other V,254,Increases the target's Missile Defense skill by 30 points.,5,200,0,0,50,5,0.4,0,0,0,MissileDefenseRaising,0.2,0,1,1,Undef,Undef,0,1800,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],200,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",30,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Impregnability Other VI,255,Increases the target's Missile Defense skill by 35 points.,6,250,0,0,60,5,0.25,0,0,0,MissileDefenseRaising,0.3,0,1,1,Undef,Undef,0,2700,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],250,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",35,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,2700
Impregnability Self I,256,Increases the caster's Missile Defense skill by 10 points.,1,1,0,0,15,0,0,0,0,0,MissileDefenseRaising,0.01,0,1,1,Undef,Undef,0,1800,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",10,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Impregnability Self II,257,Increases the caster's Missile Defense skill by 15 points.,2,50,0,0,30,0,0,0,0,0,MissileDefenseRaising,0.05,0,1,1,Undef,Undef,0,1800,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],50,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",15,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Impregnability Self III,258,Increases the caster's Missile Defense skill by 20 points.,3,100,0,0,40,0,0,0,0,0,MissileDefenseRaising,0.1,0,1,1,Undef,Undef,0,1800,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],100,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",20,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Impregnability Self IV,259,Increases the caster's Missile Defense skill by 25 points.,4,150,0,0,50,0,0,0,0,0,MissileDefenseRaising,0.15,0,1,1,Undef,Undef,0,1800,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],150,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",25,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Impregnability Self V,260,Increases the caster's Missile Defense skill by 30 points.,5,200,0,0,60,0,0,0,0,0,MissileDefenseRaising,0.2,0,1,1,Undef,Undef,0,1800,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],200,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",30,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Impregnability Self VI,261,Increases the caster's Missile Defense skill by 35 points.,6,250,0,0,70,0,0,0,0,0,MissileDefenseRaising,0.3,0,1,1,Undef,Undef,0,2700,1,0,0,100669126,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],250,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",35,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,2700
Defenselessness Other I,262,Decreases the target's Missile Defense skill by 10 points.,1,1,0,0,10,5,1,0,0,0,MissileDefenseLowering,0.01,0,1,1,Undef,Undef,0,60,1,0,0,100669126,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",-10,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,60
Defenselessness Other II,263,Decreases the target's Missile Defense skill by 15 points.,2,75,0,0,20,5,0.85,0,0,0,MissileDefenseLowering,0.05,0,1,1,Undef,Undef,0,90,1,0,0,100669126,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],75,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",-15,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,90
Defenselessness Other III,264,Decreases the target's Missile Defense skill by 20 points.,3,125,0,0,30,5,0.7,0,0,0,MissileDefenseLowering,0.1,0,1,1,Undef,Undef,0,120,1,0,0,100669126,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],125,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",-20,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,120
Defenselessness Other IV,265,Decreases the target's Missile Defense skill by 25 points.,4,175,0,0,40,5,0.55,0,0,0,MissileDefenseLowering,0.15,0,1,1,Undef,Undef,0,150,1,0,0,100669126,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],175,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",-25,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,150
Defenselessness Other V,266,Decreases the target's Missile Defense skill by 30 points.,5,225,0,0,50,5,0.4,0,0,0,MissileDefenseLowering,0.2,0,1,1,Undef,Undef,0,180,1,0,0,100669126,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],225,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",-30,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,180
Defenselessness Other VI,267,Decreases the target's Missile Defense skill by 35 points.,6,275,0,0,60,5,0.25,0,0,0,MissileDefenseLowering,0.3,0,1,1,Undef,Undef,0,210,1,0,0,100669126,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],275,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,7,"Skill, SingleStat, Additive",-35,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,210
Magic Resistance Other I,268,Increases the target's Magic Defense skill by 10 points.,1,1,0,0,10,5,1,0,0,0,MagicDefenseRaising,0.01,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",10,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Other II,269,Increases the target's Magic Defense skill by 15 points.,2,50,0,0,20,5,0.85,0,0,0,MagicDefenseRaising,0.05,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],50,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",15,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Other III,270,Increases the target's Magic Defense skill by 20 points.,3,100,0,0,30,5,0.7,0,0,0,MagicDefenseRaising,0.1,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],100,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",20,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Other IV,271,Increases the target's Magic Defense skill by 25 points.,4,150,0,0,40,5,0.55,0,0,0,MagicDefenseRaising,0.15,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],150,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",25,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Other V,272,Increases the target's Magic Defense skill by 30 points.,5,200,0,0,50,5,0.5,0,0,0,MagicDefenseRaising,0.2,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],200,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",30,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Other VI,273,Increases the target's Magic Defense skill by 35 points.,6,250,0,0,60,5,0.25,0,0,0,MagicDefenseRaising,0.3,0,1,1,Undef,Undef,0,2700,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],250,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",35,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,2700
Magic Resistance Self I,274,Increases the caster's Magic Defense skill by 10 points.,1,1,0,0,15,0,0,0,0,0,MagicDefenseRaising,0.01,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",10,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Self II,275,Increases the caster's Magic Defense skill by 15 points.,2,50,0,0,30,0,0,0,0,0,MagicDefenseRaising,0.05,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],50,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",15,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Self III,276,Increases the caster's Magic Defense skill by 20 points.,3,100,0,0,40,0,0,0,0,0,MagicDefenseRaising,0.1,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],100,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",20,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Self IV,277,Increases the caster's Magic Defense skill by 25 points.,4,150,0,0,50,0,0,0,0,0,MagicDefenseRaising,0.15,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],150,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",25,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Self V,278,Increases the caster's Magic Defense skill by 30 points.,5,200,0,0,60,0,0,0,0,0,MagicDefenseRaising,0.2,0,1,1,Undef,Undef,0,1800,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],200,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",30,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Magic Resistance Self VI,279,Increases the caster's Magic Defense skill by 35 points.,6,250,0,0,70,0,0,0,0,0,MagicDefenseRaising,0.3,0,1,1,Undef,Undef,0,2700,1,0,0,100668330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],250,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",35,SkillUpYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,2700
Magic Yield Other I,280,Decreases the target's Magic Defense skill by 10 points.,1,1,0,0,10,5,1,0,0,0,MagicDefenseLowering,0.01,0,1,1,Undef,Undef,0,60,1,0,0,100668330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",-10,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,60
Magic Yield Other II,281,Decreases the target's Magic Defense skill by 15 points.,2,75,0,0,20,5,0.85,0,0,0,MagicDefenseLowering,0.05,0,1,1,Undef,Undef,0,90,1,0,0,100668330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],75,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",-15,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,90
Magic Yield Other III,282,Decreases the target's Magic Defense skill by 20 points.,3,125,0,0,30,5,0.7,0,0,0,MagicDefenseLowering,0.1,0,1,1,Undef,Undef,0,120,1,0,0,100668330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],125,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",-20,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,120
Magic Yield Other IV,283,Decreases the target's Magic Defense skill by 25 points.,4,175,0,0,40,5,0.55,0,0,0,MagicDefenseLowering,0.15,0,1,1,Undef,Undef,0,150,1,0,0,100668330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],175,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",-25,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,150
Magic Yield Other V,284,Decreases the target's Magic Defense skill by 30 points.,5,225,0,0,50,5,0.4,0,0,0,MagicDefenseLowering,0.2,0,1,1,Undef,Undef,0,180,1,0,0,100668330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],225,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",-30,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,180
Magic Yield Other VI,285,Decreases the target's Magic Defense skill by 35 points.,6,275,0,0,60,5,0.25,0,0,0,MagicDefenseLowering,0.3,0,1,1,Undef,Undef,0,210,1,0,0,100668330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],275,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",-35,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,210
Magic Yield Self V,290,Decreases the caster's Magic Defense skill by 30 points.,5,225,0,0,60,0,0,0,0,0,MagicDefenseLowering,0.2,0,1,1,Undef,Undef,0,180,1,0,0,100668330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],225,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",-30,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,180
Magic Yield Self VI,291,Decreases the caster's Magic Defense skill by 35 points.,6,275,0,0,70,0,0,0,0,0,MagicDefenseLowering,0.3,0,1,1,Undef,Undef,0,210,1,0,0,100668330,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],275,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,15,"Skill, SingleStat, Additive",-35,SkillDownYellow,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,210
Light Weapon Mastery Other I,292,Increases the target's Light Weapons skill by 10 points.,1,1,0,0,10,5,1,0,0,0,AxeRaising,0.01,0,1,1,Undef,Undef,0,1800,1,0,0,100692224,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],25,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,45,"Skill, SingleStat, Additive",10,SkillUpRed,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Light Weapon Mastery Other II,293,Increases the target's Light Weapons skill by 15 points.,2,50,0,0,20,5,0.85,0,0,0,AxeRaising,0.05,0,1,1,Undef,Undef,0,1800,1,0,0,100692224,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],50,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,45,"Skill, SingleStat, Additive",15,SkillUpRed,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
Light Weapon Mastery Other III,294,Increases the target's Light Weapons skill by 20 points.,3,100,0,0,30,5,0.7,0,0,0,AxeRaising,0.1,0,1,1,Undef,Undef,0,1800,1,0,0,100692224,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,None,0,0,0,0,0,Enchantment,Creature,FALSE,0,0,0,00000001 [0 0 0],100,1,0,0,CreatureEnchantment,Invalid,0,Undef,0,1,0,45,"Skill, SingleStat, Additive",20,SkillUpRed,Invalid,Invalid,0,0,System.Collections.Generic.List`1[ACE.Entity.Enum.Properties.PropertyAttribute2nd],FALSE,Undef,0,1800
